flow_uuid|flow_name|contact_uuid|path
 17f3f63c-a56b-4175-92bf-e239c471431d | p_reto_w31_d1                      | f92d1d2c-722c-4714-b14e-4b2aa5bd0bba | [{"node_uuid": "ad050843-1ef6-4b27-8175-ba231ffc0296", "arrived_on": "2017-12-08T21:55:24.105482+00:00", "exit_uuid": "12822cc7-f6b2-4364-bc0c-f63929f53116"}, {"node_uuid": "043f1271-189c-449d-b1e2-da6287f30a5f", "arrived_on": "2017-12-08T21:55:24.636792+00:00", "exit_uuid": "aeca2939-56c7-4e82-a6f4-0470fe5fdd02"}, {"node_uuid": "7aea0b38-681a-41a6-ae6f-d621e225bb75", "arrived_on": "2017-12-08T21:55:24.997974+00:00", "exit_uuid": null}]
 6a8dc4a8-b7bb-4a6a-bf86-08b43b24f070 | p_consejo_18_d4                    | f92d1d2c-722c-4714-b14e-4b2aa5bd0bba | [{"node_uuid": "ad050843-1ef6-4b27-8175-ba231ffc0296", "arrived_on": "2017-12-08T21:55:24.105482+00:00", "exit_uuid": "12822cc7-f6b2-4364-bc0c-f63929f53116"}, {"node_uuid": "043f1271-189c-449d-b1e2-da6287f30a5f", "arrived_on": "2017-12-08T21:55:24.636792+00:00", "exit_uuid": "aeca2939-56c7-4e82-a6f4-0470fe5fdd02"}, {"node_uuid": "7aea0b38-681a-41a6-ae6f-d621e225bb75", "arrived_on": "2017-12-08T21:55:24.997974+00:00", "exit_uuid": null}]
 0680b5c1-8a1a-4938-8cb6-82214a7e3096 | miAlta_update                      | f92d1d2c-722c-4714-b14e-4b2aa5bd0bba | [{"node_uuid": "ad050843-1ef6-4b27-8175-ba231ffc0296", "arrived_on": "2017-12-08T21:55:24.105482+00:00", "exit_uuid": "12822cc7-f6b2-4364-bc0c-f63929f53116"}, {"node_uuid": "043f1271-189c-449d-b1e2-da6287f30a5f", "arrived_on": "2017-12-08T21:55:24.636792+00:00", "exit_uuid": "aeca2939-56c7-4e82-a6f4-0470fe5fdd02"}, {"node_uuid": "7aea0b38-681a-41a6-ae6f-d621e225bb75", "arrived_on": "2017-12-08T21:55:24.997974+00:00", "exit_uuid": null}]
 0c85f325-4743-4dd1-a541-7044770f9400 | Stillbirth                         | f92d1d2c-722c-4714-b14e-4b2aa5bd0bba | [{"node_uuid": "ad050843-1ef6-4b27-8175-ba231ffc0296", "arrived_on": "2017-12-08T21:55:24.105482+00:00", "exit_uuid": "12822cc7-f6b2-4364-bc0c-f63929f53116"}, {"node_uuid": "043f1271-189c-449d-b1e2-da6287f30a5f", "arrived_on": "2017-12-08T21:55:24.636792+00:00", "exit_uuid": "aeca2939-56c7-4e82-a6f4-0470fe5fdd02"}, {"node_uuid": "7aea0b38-681a-41a6-ae6f-d621e225bb75", "arrived_on": "2017-12-08T21:55:24.997974+00:00", "exit_uuid": null}]
 45a9e3c5-4677-47c6-8c9e-c99d7eb310d4 | p_concerns_w40_d1                  | f92d1d2c-722c-4714-b14e-4b2aa5bd0bba | [{"node_uuid": "ad050843-1ef6-4b27-8175-ba231ffc0296", "arrived_on": "2017-12-08T21:55:24.105482+00:00", "exit_uuid": "12822cc7-f6b2-4364-bc0c-f63929f53116"}, {"node_uuid": "043f1271-189c-449d-b1e2-da6287f30a5f", "arrived_on": "2017-12-08T21:55:24.636792+00:00", "exit_uuid": "aeca2939-56c7-4e82-a6f4-0470fe5fdd02"}, {"node_uuid": "7aea0b38-681a-41a6-ae6f-d621e225bb75", "arrived_on": "2017-12-08T21:55:24.997974+00:00", "exit_uuid": null}]
 7a8a49d9-a23f-48d2-b263-4cddfdcffd6b | p_labor_w40_d7                     | f92d1d2c-722c-4714-b14e-4b2aa5bd0bba | [{"node_uuid": "ad050843-1ef6-4b27-8175-ba231ffc0296", "arrived_on": "2017-12-08T21:55:24.105482+00:00", "exit_uuid": "12822cc7-f6b2-4364-bc0c-f63929f53116"}, {"node_uuid": "043f1271-189c-449d-b1e2-da6287f30a5f", "arrived_on": "2017-12-08T21:55:24.636792+00:00", "exit_uuid": "aeca2939-56c7-4e82-a6f4-0470fe5fdd02"}, {"node_uuid": "7aea0b38-681a-41a6-ae6f-d621e225bb75", "arrived_on": "2017-12-08T21:55:24.997974+00:00", "exit_uuid": null}]
 791b8a38-a09f-4209-a0ab-3b4a6d7e34de | p_consejo_w38_d4                   | f92d1d2c-722c-4714-b14e-4b2aa5bd0bba | [{"node_uuid": "ad050843-1ef6-4b27-8175-ba231ffc0296", "arrived_on": "2017-12-08T21:55:24.105482+00:00", "exit_uuid": "12822cc7-f6b2-4364-bc0c-f63929f53116"}, {"node_uuid": "043f1271-189c-449d-b1e2-da6287f30a5f", "arrived_on": "2017-12-08T21:55:24.636792+00:00", "exit_uuid": "aeca2939-56c7-4e82-a6f4-0470fe5fdd02"}, {"node_uuid": "7aea0b38-681a-41a6-ae6f-d621e225bb75", "arrived_on": "2017-12-08T21:55:24.997974+00:00", "exit_uuid": null}]
 e17b5c09-6124-4e27-beec-2086e6bc5f5a | p_reto_w40_d1                      | f92d1d2c-722c-4714-b14e-4b2aa5bd0bba | [{"node_uuid": "ad050843-1ef6-4b27-8175-ba231ffc0296", "arrived_on": "2017-12-08T21:55:24.105482+00:00", "exit_uuid": "12822cc7-f6b2-4364-bc0c-f63929f53116"}, {"node_uuid": "043f1271-189c-449d-b1e2-da6287f30a5f", "arrived_on": "2017-12-08T21:55:24.636792+00:00", "exit_uuid": "aeca2939-56c7-4e82-a6f4-0470fe5fdd02"}, {"node_uuid": "7aea0b38-681a-41a6-ae6f-d621e225bb75", "arrived_on": "2017-12-08T21:55:24.997974+00:00", "exit_uuid": null}]
 1dcca25a-fefb-4877-83b7-12ab4465b15b | p_prevent_w42_d1                   | f92d1d2c-722c-4714-b14e-4b2aa5bd0bba | [{"node_uuid": "ad050843-1ef6-4b27-8175-ba231ffc0296", "arrived_on": "2017-12-08T21:55:24.105482+00:00", "exit_uuid": "12822cc7-f6b2-4364-bc0c-f63929f53116"}, {"node_uuid": "043f1271-189c-449d-b1e2-da6287f30a5f", "arrived_on": "2017-12-08T21:55:24.636792+00:00", "exit_uuid": "aeca2939-56c7-4e82-a6f4-0470fe5fdd02"}, {"node_uuid": "7aea0b38-681a-41a6-ae6f-d621e225bb75", "arrived_on": "2017-12-08T21:55:24.997974+00:00", "exit_uuid": null}]
 b2b538c0-e530-4838-a5a9-145eef6b4a8b | p_labor_w42_d2                     | f92d1d2c-722c-4714-b14e-4b2aa5bd0bba | [{"node_uuid": "ad050843-1ef6-4b27-8175-ba231ffc0296", "arrived_on": "2017-12-08T21:55:24.105482+00:00", "exit_uuid": "12822cc7-f6b2-4364-bc0c-f63929f53116"}, {"node_uuid": "043f1271-189c-449d-b1e2-da6287f30a5f", "arrived_on": "2017-12-08T21:55:24.636792+00:00", "exit_uuid": "aeca2939-56c7-4e82-a6f4-0470fe5fdd02"}, {"node_uuid": "7aea0b38-681a-41a6-ae6f-d621e225bb75", "arrived_on": "2017-12-08T21:55:24.997974+00:00", "exit_uuid": null}]
 fd500346-13c2-4aac-be50-06fb99f83d64 | p_planning_w42_d2                  | f92d1d2c-722c-4714-b14e-4b2aa5bd0bba | [{"node_uuid": "ad050843-1ef6-4b27-8175-ba231ffc0296", "arrived_on": "2017-12-08T21:55:24.105482+00:00", "exit_uuid": "12822cc7-f6b2-4364-bc0c-f63929f53116"}, {"node_uuid": "043f1271-189c-449d-b1e2-da6287f30a5f", "arrived_on": "2017-12-08T21:55:24.636792+00:00", "exit_uuid": "aeca2939-56c7-4e82-a6f4-0470fe5fdd02"}, {"node_uuid": "7aea0b38-681a-41a6-ae6f-d621e225bb75", "arrived_on": "2017-12-08T21:55:24.997974+00:00", "exit_uuid": null}]
 70255350-5875-496d-8949-618ba30d175b | p_labor_w42_d4                     | f92d1d2c-722c-4714-b14e-4b2aa5bd0bba | [{"node_uuid": "ad050843-1ef6-4b27-8175-ba231ffc0296", "arrived_on": "2017-12-08T21:55:24.105482+00:00", "exit_uuid": "12822cc7-f6b2-4364-bc0c-f63929f53116"}, {"node_uuid": "043f1271-189c-449d-b1e2-da6287f30a5f", "arrived_on": "2017-12-08T21:55:24.636792+00:00", "exit_uuid": "aeca2939-56c7-4e82-a6f4-0470fe5fdd02"}, {"node_uuid": "7aea0b38-681a-41a6-ae6f-d621e225bb75", "arrived_on": "2017-12-08T21:55:24.997974+00:00", "exit_uuid": null}]
 85abd41f-dd9f-44b2-99fa-7821d70f1440 | p_concerns_w42_d4                  | f92d1d2c-722c-4714-b14e-4b2aa5bd0bba | [{"node_uuid": "ad050843-1ef6-4b27-8175-ba231ffc0296", "arrived_on": "2017-12-08T21:55:24.105482+00:00", "exit_uuid": "12822cc7-f6b2-4364-bc0c-f63929f53116"}, {"node_uuid": "043f1271-189c-449d-b1e2-da6287f30a5f", "arrived_on": "2017-12-08T21:55:24.636792+00:00", "exit_uuid": "aeca2939-56c7-4e82-a6f4-0470fe5fdd02"}, {"node_uuid": "7aea0b38-681a-41a6-ae6f-d621e225bb75", "arrived_on": "2017-12-08T21:55:24.997974+00:00", "exit_uuid": null}]
 9a1dc8da-0747-4312-853e-7f263f34098f | p_concerns_w42_d5_1                | f92d1d2c-722c-4714-b14e-4b2aa5bd0bba | [{"node_uuid": "ad050843-1ef6-4b27-8175-ba231ffc0296", "arrived_on": "2017-12-08T21:55:24.105482+00:00", "exit_uuid": "12822cc7-f6b2-4364-bc0c-f63929f53116"}, {"node_uuid": "043f1271-189c-449d-b1e2-da6287f30a5f", "arrived_on": "2017-12-08T21:55:24.636792+00:00", "exit_uuid": "aeca2939-56c7-4e82-a6f4-0470fe5fdd02"}, {"node_uuid": "7aea0b38-681a-41a6-ae6f-d621e225bb75", "arrived_on": "2017-12-08T21:55:24.997974+00:00", "exit_uuid": null}]
 30badef6-19ae-43bd-bbf8-9f2436b7c312 | p_concerns_w42_d5_2                | f92d1d2c-722c-4714-b14e-4b2aa5bd0bba | [{"node_uuid": "ad050843-1ef6-4b27-8175-ba231ffc0296", "arrived_on": "2017-12-08T21:55:24.105482+00:00", "exit_uuid": "12822cc7-f6b2-4364-bc0c-f63929f53116"}, {"node_uuid": "043f1271-189c-449d-b1e2-da6287f30a5f", "arrived_on": "2017-12-08T21:55:24.636792+00:00", "exit_uuid": "aeca2939-56c7-4e82-a6f4-0470fe5fdd02"}, {"node_uuid": "7aea0b38-681a-41a6-ae6f-d621e225bb75", "arrived_on": "2017-12-08T21:55:24.997974+00:00", "exit_uuid": null}]
 4a1a9eb7-d8f2-4040-977a-6ccc01ce856c | p_labor_w42_d6                     | f92d1d2c-722c-4714-b14e-4b2aa5bd0bba | [{"node_uuid": "ad050843-1ef6-4b27-8175-ba231ffc0296", "arrived_on": "2017-12-08T21:55:24.105482+00:00", "exit_uuid": "12822cc7-f6b2-4364-bc0c-f63929f53116"}, {"node_uuid": "043f1271-189c-449d-b1e2-da6287f30a5f", "arrived_on": "2017-12-08T21:55:24.636792+00:00", "exit_uuid": "aeca2939-56c7-4e82-a6f4-0470fe5fdd02"}, {"node_uuid": "7aea0b38-681a-41a6-ae6f-d621e225bb75", "arrived_on": "2017-12-08T21:55:24.997974+00:00", "exit_uuid": null}]
 a78f987a-ba74-4121-8886-932b5cdc1156 | p_labor_w42_d7_1                   | f92d1d2c-722c-4714-b14e-4b2aa5bd0bba | [{"node_uuid": "ad050843-1ef6-4b27-8175-ba231ffc0296", "arrived_on": "2017-12-08T21:55:24.105482+00:00", "exit_uuid": "12822cc7-f6b2-4364-bc0c-f63929f53116"}, {"node_uuid": "043f1271-189c-449d-b1e2-da6287f30a5f", "arrived_on": "2017-12-08T21:55:24.636792+00:00", "exit_uuid": "aeca2939-56c7-4e82-a6f4-0470fe5fdd02"}, {"node_uuid": "7aea0b38-681a-41a6-ae6f-d621e225bb75", "arrived_on": "2017-12-08T21:55:24.997974+00:00", "exit_uuid": null}]
 258cdc71-2e84-4238-b1fd-f19a5283d851 | p_concerns_w40_d2                  | f92d1d2c-722c-4714-b14e-4b2aa5bd0bba | [{"node_uuid": "ad050843-1ef6-4b27-8175-ba231ffc0296", "arrived_on": "2017-12-08T21:55:24.105482+00:00", "exit_uuid": "12822cc7-f6b2-4364-bc0c-f63929f53116"}, {"node_uuid": "043f1271-189c-449d-b1e2-da6287f30a5f", "arrived_on": "2017-12-08T21:55:24.636792+00:00", "exit_uuid": "aeca2939-56c7-4e82-a6f4-0470fe5fdd02"}, {"node_uuid": "7aea0b38-681a-41a6-ae6f-d621e225bb75", "arrived_on": "2017-12-08T21:55:24.997974+00:00", "exit_uuid": null}]
 f1fa9ae3-ec6d-4be8-884c-14a99cf4ab0f | p_concerns_w27_d5                  | f92d1d2c-722c-4714-b14e-4b2aa5bd0bba | [{"node_uuid": "ad050843-1ef6-4b27-8175-ba231ffc0296", "arrived_on": "2017-12-08T21:55:24.105482+00:00", "exit_uuid": "12822cc7-f6b2-4364-bc0c-f63929f53116"}, {"node_uuid": "043f1271-189c-449d-b1e2-da6287f30a5f", "arrived_on": "2017-12-08T21:55:24.636792+00:00", "exit_uuid": "aeca2939-56c7-4e82-a6f4-0470fe5fdd02"}, {"node_uuid": "7aea0b38-681a-41a6-ae6f-d621e225bb75", "arrived_on": "2017-12-08T21:55:24.997974+00:00", "exit_uuid": null}]
 ab9c5f1b-4107-4fce-8ded-147a3483a2cc | p_milk_w40_d2                      | f92d1d2c-722c-4714-b14e-4b2aa5bd0bba | [{"node_uuid": "ad050843-1ef6-4b27-8175-ba231ffc0296", "arrived_on": "2017-12-08T21:55:24.105482+00:00", "exit_uuid": "12822cc7-f6b2-4364-bc0c-f63929f53116"}, {"node_uuid": "043f1271-189c-449d-b1e2-da6287f30a5f", "arrived_on": "2017-12-08T21:55:24.636792+00:00", "exit_uuid": "aeca2939-56c7-4e82-a6f4-0470fe5fdd02"}, {"node_uuid": "7aea0b38-681a-41a6-ae6f-d621e225bb75", "arrived_on": "2017-12-08T21:55:24.997974+00:00", "exit_uuid": null}]
 ee32445e-542b-4fee-9aae-5b5c3a1f2d50 | p_milk_w39_d7                      | f92d1d2c-722c-4714-b14e-4b2aa5bd0bba | [{"node_uuid": "ad050843-1ef6-4b27-8175-ba231ffc0296", "arrived_on": "2017-12-08T21:55:24.105482+00:00", "exit_uuid": "12822cc7-f6b2-4364-bc0c-f63929f53116"}, {"node_uuid": "043f1271-189c-449d-b1e2-da6287f30a5f", "arrived_on": "2017-12-08T21:55:24.636792+00:00", "exit_uuid": "aeca2939-56c7-4e82-a6f4-0470fe5fdd02"}, {"node_uuid": "7aea0b38-681a-41a6-ae6f-d621e225bb75", "arrived_on": "2017-12-08T21:55:24.997974+00:00", "exit_uuid": null}]
 bb9e9558-6b8d-4566-b194-9852f21b0cbd | p_prevent_w15_d1                   | f92d1d2c-722c-4714-b14e-4b2aa5bd0bba | [{"node_uuid": "ad050843-1ef6-4b27-8175-ba231ffc0296", "arrived_on": "2017-12-08T21:55:24.105482+00:00", "exit_uuid": "12822cc7-f6b2-4364-bc0c-f63929f53116"}, {"node_uuid": "043f1271-189c-449d-b1e2-da6287f30a5f", "arrived_on": "2017-12-08T21:55:24.636792+00:00", "exit_uuid": "aeca2939-56c7-4e82-a6f4-0470fe5fdd02"}, {"node_uuid": "7aea0b38-681a-41a6-ae6f-d621e225bb75", "arrived_on": "2017-12-08T21:55:24.997974+00:00", "exit_uuid": null}]
 0addd3fe-eece-4cf5-8cf8-cf7cdb72c470 | p_prevent_w26_d7                   | f92d1d2c-722c-4714-b14e-4b2aa5bd0bba | [{"node_uuid": "ad050843-1ef6-4b27-8175-ba231ffc0296", "arrived_on": "2017-12-08T21:55:24.105482+00:00", "exit_uuid": "12822cc7-f6b2-4364-bc0c-f63929f53116"}, {"node_uuid": "043f1271-189c-449d-b1e2-da6287f30a5f", "arrived_on": "2017-12-08T21:55:24.636792+00:00", "exit_uuid": "aeca2939-56c7-4e82-a6f4-0470fe5fdd02"}, {"node_uuid": "7aea0b38-681a-41a6-ae6f-d621e225bb75", "arrived_on": "2017-12-08T21:55:24.997974+00:00", "exit_uuid": null}]
 9d971c37-f30f-47f3-9eb8-276159d2c41b | p_prevent_w39_d6                   | f92d1d2c-722c-4714-b14e-4b2aa5bd0bba | [{"node_uuid": "ad050843-1ef6-4b27-8175-ba231ffc0296", "arrived_on": "2017-12-08T21:55:24.105482+00:00", "exit_uuid": "12822cc7-f6b2-4364-bc0c-f63929f53116"}, {"node_uuid": "043f1271-189c-449d-b1e2-da6287f30a5f", "arrived_on": "2017-12-08T21:55:24.636792+00:00", "exit_uuid": "aeca2939-56c7-4e82-a6f4-0470fe5fdd02"}, {"node_uuid": "7aea0b38-681a-41a6-ae6f-d621e225bb75", "arrived_on": "2017-12-08T21:55:24.997974+00:00", "exit_uuid": null}]
 33d42cdd-707c-45c7-8503-a82db4fddc27 | p_concerns_w39_d7                  | f92d1d2c-722c-4714-b14e-4b2aa5bd0bba | [{"node_uuid": "ad050843-1ef6-4b27-8175-ba231ffc0296", "arrived_on": "2017-12-08T21:55:24.105482+00:00", "exit_uuid": "12822cc7-f6b2-4364-bc0c-f63929f53116"}, {"node_uuid": "043f1271-189c-449d-b1e2-da6287f30a5f", "arrived_on": "2017-12-08T21:55:24.636792+00:00", "exit_uuid": "aeca2939-56c7-4e82-a6f4-0470fe5fdd02"}, {"node_uuid": "7aea0b38-681a-41a6-ae6f-d621e225bb75", "arrived_on": "2017-12-08T21:55:24.997974+00:00", "exit_uuid": null}]
 fd15bd80-8878-4118-9fea-a60625a1c023 | p_reminders_w40_d4                 | f92d1d2c-722c-4714-b14e-4b2aa5bd0bba | [{"node_uuid": "ad050843-1ef6-4b27-8175-ba231ffc0296", "arrived_on": "2017-12-08T21:55:24.105482+00:00", "exit_uuid": "12822cc7-f6b2-4364-bc0c-f63929f53116"}, {"node_uuid": "043f1271-189c-449d-b1e2-da6287f30a5f", "arrived_on": "2017-12-08T21:55:24.636792+00:00", "exit_uuid": "aeca2939-56c7-4e82-a6f4-0470fe5fdd02"}, {"node_uuid": "7aea0b38-681a-41a6-ae6f-d621e225bb75", "arrived_on": "2017-12-08T21:55:24.997974+00:00", "exit_uuid": null}]
 5720b56d-0750-47b5-936c-5687eca55376 | p_concerns_w40_d5                  | f92d1d2c-722c-4714-b14e-4b2aa5bd0bba | [{"node_uuid": "ad050843-1ef6-4b27-8175-ba231ffc0296", "arrived_on": "2017-12-08T21:55:24.105482+00:00", "exit_uuid": "12822cc7-f6b2-4364-bc0c-f63929f53116"}, {"node_uuid": "043f1271-189c-449d-b1e2-da6287f30a5f", "arrived_on": "2017-12-08T21:55:24.636792+00:00", "exit_uuid": "aeca2939-56c7-4e82-a6f4-0470fe5fdd02"}, {"node_uuid": "7aea0b38-681a-41a6-ae6f-d621e225bb75", "arrived_on": "2017-12-08T21:55:24.997974+00:00", "exit_uuid": null}]
 507bb67d-9b27-46a0-bcbf-be5309d1db5b | p_extra_mosquitos_cSE              | f92d1d2c-722c-4714-b14e-4b2aa5bd0bba | [{"node_uuid": "ad050843-1ef6-4b27-8175-ba231ffc0296", "arrived_on": "2017-12-08T21:55:24.105482+00:00", "exit_uuid": "12822cc7-f6b2-4364-bc0c-f63929f53116"}, {"node_uuid": "043f1271-189c-449d-b1e2-da6287f30a5f", "arrived_on": "2017-12-08T21:55:24.636792+00:00", "exit_uuid": "aeca2939-56c7-4e82-a6f4-0470fe5fdd02"}, {"node_uuid": "7aea0b38-681a-41a6-ae6f-d621e225bb75", "arrived_on": "2017-12-08T21:55:24.997974+00:00", "exit_uuid": null}]
 d448d918-0c66-4073-8860-156fba9b7552 | p_milk_w40_d5                      | f92d1d2c-722c-4714-b14e-4b2aa5bd0bba | [{"node_uuid": "ad050843-1ef6-4b27-8175-ba231ffc0296", "arrived_on": "2017-12-08T21:55:24.105482+00:00", "exit_uuid": "12822cc7-f6b2-4364-bc0c-f63929f53116"}, {"node_uuid": "043f1271-189c-449d-b1e2-da6287f30a5f", "arrived_on": "2017-12-08T21:55:24.636792+00:00", "exit_uuid": "aeca2939-56c7-4e82-a6f4-0470fe5fdd02"}, {"node_uuid": "7aea0b38-681a-41a6-ae6f-d621e225bb75", "arrived_on": "2017-12-08T21:55:24.997974+00:00", "exit_uuid": null}]
